condition,step,hypothesis,expected_action,origin,origin_odo
s40_off,291,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,292,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,292,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,292,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,293,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,293,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,293,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,294,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,294,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,294,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,295,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,295,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,295,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,296,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,296,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,296,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,297,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,297,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,297,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,298,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,298,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,298,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,299,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,299,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,299,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,300,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,300,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,300,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,301,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,301,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,301,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,302,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,302,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,302,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,303,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,303,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,303,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,304,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,304,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,304,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,305,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,305,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,305,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,306,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,306,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,306,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,307,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,307,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,307,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,308,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,308,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,308,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,309,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,309,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,309,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,310,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,310,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,310,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,311,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,311,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,311,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,312,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,312,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,312,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,313,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,313,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,313,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,314,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,314,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,314,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,315,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,315,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,315,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,316,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,316,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,316,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,317,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,317,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,317,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,318,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,318,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,318,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,319,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,319,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,319,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,320,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,320,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,320,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,321,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,321,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,321,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,322,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,322,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,322,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,323,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,323,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,323,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,324,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,324,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,324,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,325,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,325,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,325,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,326,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,326,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,326,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,327,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,327,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,327,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,328,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,328,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,328,d(item_6),move_to(?target=kitting_table_0),"(939.5928169406989, -155.59667997276233)",4460.0
s40_off,329,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,329,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,329,d(item_6),"place(?item=item_6,?target=kitting_table_0)","(21.081276059250285, 485.29063404397436)",5580.0
s40_off,330,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,330,d(item_5),move_to(?target=shelf_6),"(906.78883333779, -132.70784732930744)",4500.0
s40_off,330,d(item_6),"place(?item=item_6,?target=kitting_table_0)","(21.081276059250285, 485.29063404397436)",5580.0
s40_off,331,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,331,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,332,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,332,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,333,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,333,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,334,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,334,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,335,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,335,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,336,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,336,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,337,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,337,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,338,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,338,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,339,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,339,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,340,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,340,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,341,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,341,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,342,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,342,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,343,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,343,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,344,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,344,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,345,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,345,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,346,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,346,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,347,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,347,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,348,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,348,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,349,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,349,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,350,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,350,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,351,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,351,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,352,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,352,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,353,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,353,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,354,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,354,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,355,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,355,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,356,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,356,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,357,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,357,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,358,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,358,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,359,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,359,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,360,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,360,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,361,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,361,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,362,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,362,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,363,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,363,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,364,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,364,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,365,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,365,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,366,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,366,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,367,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,367,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,368,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,368,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,369,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,369,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,370,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,370,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,371,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,371,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,372,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,372,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,373,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,373,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,374,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,374,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,375,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,375,d(item_5),move_to(?target=item_5),"(21.081276059250285, 485.29063404397436)",5580.0
s40_off,376,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,377,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_off,378,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_on,-1,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_on,-1,coffee,move_to(?target=coffee_machine_0),"(100, 550)",0.0
s40_on,-1,d(item_3),move_to(?target=item_3),"(100, 550)",0.0
s40_on,-1,d(item_6),move_to(?target=item_6),"(100, 550)",0.0
s40_on,0,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_on,0,coffee,move_to(?target=coffee_machine_0),"(100, 550)",0.0
s40_on,0,d(item_3),move_to(?target=item_3),"(100, 550)",0.0
s40_on,0,d(item_6),move_to(?target=item_6),"(100, 550)",0.0
s40_on,1,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_on,1,coffee,move_to(?target=coffee_machine_0),"(100, 550)",0.0
s40_on,1,d(item_3),move_to(?target=item_3),"(100, 550)",0.0
s40_on,1,d(item_6),move_to(?target=item_6),"(100, 550)",0.0
s40_on,2,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_on,2,coffee,move_to(?target=coffee_machine_0),"(100, 550)",0.0
s40_on,2,d(item_3),move_to(?target=item_3),"(100, 550)",0.0
s40_on,2,d(item_6),move_to(?target=item_6),"(100, 550)",0.0
s40_on,3,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_on,3,coffee,move_to(?target=coffee_machine_0),"(100, 550)",0.0
s40_on,3,d(item_3),move_to(?target=item_3),"(100, 550)",0.0
s40_on,3,d(item_6),move_to(?target=item_6),"(100, 550)",0.0
s40_on,4,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_on,4,coffee,move_to(?target=coffee_machine_0),"(100, 550)",0.0
s40_on,4,d(item_3),move_to(?target=item_3),"(100, 550)",0.0
s40_on,4,d(item_6),move_to(?target=item_6),"(100, 550)",0.0
s40_on,5,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_on,5,coffee,move_to(?target=coffee_machine_0),"(100, 550)",0.0
s40_on,5,d(item_3),move_to(?target=item_3),"(100, 550)",0.0
s40_on,5,d(item_6),move_to(?target=item_6),"(100, 550)",0.0
s40_on,6,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_on,6,coffee,move_to(?target=coffee_machine_0),"(100, 550)",0.0
s40_on,6,d(item_3),move_to(?target=item_3),"(100, 550)",0.0
s40_on,6,d(item_6),move_to(?target=item_6),"(100, 550)",0.0
s40_on,7,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_on,7,coffee,move_to(?target=coffee_machine_0),"(100, 550)",0.0
s40_on,7,d(item_3),move_to(?target=item_3),"(100, 550)",0.0
s40_on,7,d(item_6),move_to(?target=item_6),"(100, 550)",0.0
s40_on,8,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_on,8,coffee,move_to(?target=coffee_machine_0),"(100, 550)",0.0
s40_on,8,d(item_3),move_to(?target=item_3),"(100, 550)",0.0
s40_on,8,d(item_6),move_to(?target=item_6),"(100, 550)",0.0
s40_on,9,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_on,9,coffee,move_to(?target=coffee_machine_0),"(100, 550)",0.0
s40_on,9,d(item_3),move_to(?target=item_3),"(100, 550)",0.0
s40_on,9,d(item_6),move_to(?target=item_6),"(100, 550)",0.0
s40_on,10,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_on,10,coffee,move_to(?target=coffee_machine_0),"(100, 550)",0.0
s40_on,10,d(item_3),move_to(?target=item_3),"(100, 550)",0.0
s40_on,10,d(item_6),move_to(?target=item_6),"(100, 550)",0.0
s40_on,11,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_on,11,coffee,move_to(?target=coffee_machine_0),"(100, 550)",0.0
s40_on,11,d(item_3),move_to(?target=item_3),"(100, 550)",0.0
s40_on,11,d(item_6),move_to(?target=item_6),"(100, 550)",0.0
s40_on,12,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_on,12,coffee,move_to(?target=coffee_machine_0),"(100, 550)",0.0
s40_on,12,d(item_3),move_to(?target=item_3),"(100, 550)",0.0
s40_on,12,d(item_6),move_to(?target=item_6),"(100, 550)",0.0
s40_on,13,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_on,13,coffee,move_to(?target=coffee_machine_0),"(100, 550)",0.0
s40_on,13,d(item_3),move_to(?target=item_3),"(100, 550)",0.0
s40_on,13,d(item_6),move_to(?target=item_6),"(100, 550)",0.0
s40_on,14,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_on,14,coffee,move_to(?target=coffee_machine_0),"(100, 550)",0.0
s40_on,14,d(item_3),move_to(?target=item_3),"(100, 550)",0.0
s40_on,14,d(item_6),move_to(?target=item_6),"(100, 550)",0.0
s40_on,15,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_on,15,coffee,move_to(?target=coffee_machine_0),"(100, 550)",0.0
s40_on,15,d(item_3),move_to(?target=item_3),"(100, 550)",0.0
s40_on,15,d(item_6),move_to(?target=item_6),"(100, 550)",0.0
s40_on,16,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_on,16,coffee,move_to(?target=coffee_machine_0),"(100, 550)",0.0
s40_on,16,d(item_3),move_to(?target=item_3),"(100, 550)",0.0
s40_on,16,d(item_6),move_to(?target=item_6),"(100, 550)",0.0
s40_on,17,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_on,17,coffee,move_to(?target=coffee_machine_0),"(100, 550)",0.0
s40_on,17,d(item_3),move_to(?target=item_3),"(100, 550)",0.0
s40_on,17,d(item_6),move_to(?target=item_6),"(100, 550)",0.0
s40_on,18,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_on,18,coffee,move_to(?target=coffee_machine_0),"(100, 550)",0.0
s40_on,18,d(item_3),move_to(?target=item_3),"(100, 550)",0.0
s40_on,18,d(item_6),move_to(?target=item_6),"(100, 550)",0.0
s40_on,19,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_on,19,coffee,move_to(?target=coffee_machine_0),"(100, 550)",0.0
s40_on,19,d(item_3),move_to(?target=item_3),"(100, 550)",0.0
s40_on,19,d(item_6),move_to(?target=item_6),"(100, 550)",0.0
s40_on,20,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_on,20,coffee,move_to(?target=coffee_machine_0),"(100, 550)",0.0
s40_on,20,d(item_3),move_to(?target=item_3),"(100, 550)",0.0
s40_on,20,d(item_6),move_to(?target=item_6),"(100, 550)",0.0
s40_on,21,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_on,21,coffee,move_to(?target=coffee_machine_0),"(100, 550)",0.0
s40_on,21,d(item_3),move_to(?target=item_3),"(100, 550)",0.0
s40_on,21,d(item_6),move_to(?target=item_6),"(100, 550)",0.0
s40_on,22,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_on,22,coffee,move_to(?target=coffee_machine_0),"(100, 550)",0.0
s40_on,22,d(item_3),move_to(?target=item_3),"(100, 550)",0.0
s40_on,22,d(item_6),move_to(?target=item_6),"(100, 550)",0.0
s40_on,23,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_on,23,coffee,move_to(?target=coffee_machine_0),"(100, 550)",0.0
s40_on,23,d(item_3),move_to(?target=item_3),"(100, 550)",0.0
s40_on,23,d(item_6),move_to(?target=item_6),"(100, 550)",0.0
s40_on,24,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_on,24,coffee,move_to(?target=coffee_machine_0),"(100, 550)",0.0
s40_on,24,d(item_3),move_to(?target=item_3),"(100, 550)",0.0
s40_on,24,d(item_6),move_to(?target=item_6),"(100, 550)",0.0
s40_on,25,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_on,25,coffee,move_to(?target=coffee_machine_0),"(100, 550)",0.0
s40_on,25,d(item_3),move_to(?target=item_3),"(100, 550)",0.0
s40_on,25,d(item_6),move_to(?target=item_6),"(100, 550)",0.0
s40_on,26,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_on,26,coffee,move_to(?target=coffee_machine_0),"(100, 550)",0.0
s40_on,26,d(item_3),move_to(?target=item_3),"(100, 550)",0.0
s40_on,26,d(item_6),move_to(?target=item_6),"(100, 550)",0.0
s40_on,27,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_on,27,coffee,move_to(?target=coffee_machine_0),"(100, 550)",0.0
s40_on,27,d(item_3),move_to(?target=item_3),"(100, 550)",0.0
s40_on,27,d(item_6),move_to(?target=item_6),"(100, 550)",0.0
s40_on,28,ac,move_to(?target=ac_switch_0),"(100, 550)",0.0
s40_on,28,coffee,move_to(?target=coffee_machine_0),"(100, 550)",0.0
s40_on,28,d(item_3),move_to(?target=item_3),"(100, 550)",0.0
s40_on,28,d(item_6),move_to(?target=item_6),"(100, 550)",0.0
