condition,step,trigger,data_class,hypothesis_matches_actual,degenerate,candidate,is_current_task,is_winner,cost,window_steps,min_d,argmin_t,robot_action_at_min,human_action_at_min,s,steps_below,n_intervals,first_step,last_step,intervals,robot_phase_steps,human_phase_steps
s10_on,107,theta_crossed,primary,False,False,item_5,False,False,2655,1380,189.08,0,approach_shelf,approach_shelf,100,0,0,,,,,
s10_on,142,task_committed,primary,False,False,item_1,True,True,1110,1110,6.96,146,carry_to_table,approach_shelf,10,12,1,141.0,152.0,141-152,carry_to_table:12,approach_shelf:12
s10_on,142,task_committed,primary,False,False,item_1,True,True,1110,1110,6.96,146,carry_to_table,approach_shelf,25,42,1,126.0,167.0,126-167,carry_to_table:42,approach_shelf:42
s10_on,142,task_committed,primary,False,False,item_1,True,True,1110,1110,6.96,146,carry_to_table,approach_shelf,50,86,1,104.0,189.0,104-189,carry_to_table:86,approach_shelf:86
s10_on,142,task_committed,primary,False,False,item_1,True,True,1110,1110,6.96,146,carry_to_table,approach_shelf,100,174,1,60.0,233.0,60-233,carry_to_table:174,approach_shelf:174
s10_on,142,task_committed,primary,False,False,item_5,False,False,3198,1404,4.01,317,approach_shelf,approach_shelf,10,30,1,302.0,331.0,302-331,approach_shelf:30,approach_shelf:30
s10_on,142,task_committed,primary,False,False,item_5,False,False,3198,1404,4.01,317,approach_shelf,approach_shelf,25,82,1,276.0,357.0,276-357,approach_shelf:82,approach_shelf:82
s10_on,142,task_committed,primary,False,False,item_5,False,False,3198,1404,4.01,317,approach_shelf,approach_shelf,50,166,1,234.0,399.0,234-399,approach_shelf:166,approach_shelf:166
s10_on,142,task_committed,primary,False,False,item_5,False,False,3198,1404,4.01,317,approach_shelf,approach_shelf,100,451,2,150.0,636.0,150-483;520-636,approach_shelf:451,approach_shelf:334;carry_to_table:117
s10_on,200,no_current_task,primary,False,False,item_5,False,True,2448,1278,661.3,1,approach_shelf,approach_shelf,10,0,0,,,,,
s10_on,200,no_current_task,primary,False,False,item_5,False,True,2448,1278,661.3,1,approach_shelf,approach_shelf,25,0,0,,,,,
s10_on,200,no_current_task,primary,False,False,item_5,False,True,2448,1278,661.3,1,approach_shelf,approach_shelf,50,0,0,,,,,
s10_on,200,no_current_task,primary,False,False,item_5,False,True,2448,1278,661.3,1,approach_shelf,approach_shelf,100,0,0,,,,,
s10_on,257,theta_crossed,primary,True,False,item_5,True,True,1308,1309,24.49,1308,placement,carry_to_table,10,0,0,,,,,
s10_on,257,theta_crossed,primary,True,False,item_5,True,True,1308,1309,24.49,1308,placement,carry_to_table,25,1,1,1308.0,1308.0,1308-1308,placement:1,carry_to_table:1
s10_on,257,theta_crossed,primary,True,False,item_5,True,True,1308,1309,24.49,1308,placement,carry_to_table,50,187,1,1122.0,1308.0,1122-1308,carry_to_table:186;placement:1,carry_to_table:187
s10_on,257,theta_crossed,primary,True,False,item_5,True,True,1308,1309,24.49,1308,placement,carry_to_table,100,433,1,876.0,1308.0,876-1308,carry_to_table:432;placement:1,carry_to_table:433
s10_on,262,task_committed,primary,True,False,item_5,True,True,1190,1190,63.49,1189,placement,carry_to_table,10,0,0,,,,,
s10_on,262,task_committed,primary,True,False,item_5,True,True,1190,1190,63.49,1189,placement,carry_to_table,25,0,0,,,,,
s10_on,262,task_committed,primary,True,False,item_5,True,True,1190,1190,63.49,1189,placement,carry_to_table,50,0,0,,,,,
s10_on,262,task_committed,primary,True,False,item_5,True,True,1190,1190,63.49,1189,placement,carry_to_table,100,325,1,865.0,1189.0,865-1189,carry_to_table:324;placement:1,carry_to_table:325
s20_off,0,no_current_task,counterfactual,False,False,item_4,False,True,1032,1033,20.0,475,carry_to_table,approach_shelf,10,0,0,,,,,
s20_off,0,no_current_task,counterfactual,False,False,item_4,False,True,1032,1033,20.0,475,carry_to_table,approach_shelf,25,16,1,468.0,483.0,468-483,carry_to_table:16,approach_shelf:16
s20_off,0,no_current_task,counterfactual,False,False,item_4,False,True,1032,1033,20.0,475,carry_to_table,approach_shelf,50,50,1,451.0,500.0,451-500,carry_to_table:50,approach_shelf:50
s20_off,0,no_current_task,counterfactual,False,False,item_4,False,True,1032,1033,20.0,475,carry_to_table,approach_shelf,100,618,1,415.0,1032.0,415-1032,carry_to_table:583;approach_shelf:33;pick_up:1;placement:1,carry_to_table:529;approach_shelf:88;pick_up:1
s20_off,0,no_current_task,counterfactual,False,False,item_6,False,False,1372,1088,224.96,503,approach_shelf,pick_up,10,0,0,,,,,
s20_off,0,no_current_task,counterfactual,False,False,item_6,False,False,1372,1088,224.96,503,approach_shelf,pick_up,25,0,0,,,,,
s20_off,0,no_current_task,counterfactual,False,False,item_6,False,False,1372,1088,224.96,503,approach_shelf,pick_up,50,0,0,,,,,
s20_off,0,no_current_task,counterfactual,False,False,item_6,False,False,1372,1088,224.96,503,approach_shelf,pick_up,100,0,0,,,,,
s20_off,0,no_current_task,counterfactual,False,False,item_7,False,False,2028,1088,148.78,396,approach_shelf,approach_shelf,10,0,0,,,,,
s20_off,0,no_current_task,counterfactual,False,False,item_7,False,False,2028,1088,148.78,396,approach_shelf,approach_shelf,25,0,0,,,,,
s20_off,0,no_current_task,counterfactual,False,False,item_7,False,False,2028,1088,148.78,396,approach_shelf,approach_shelf,50,0,0,,,,,
s20_off,0,no_current_task,counterfactual,False,False,item_7,False,False,2028,1088,148.78,396,approach_shelf,approach_shelf,100,0,0,,,,,
s20_off,22,theta_crossed,primary,True,False,item_4,True,True,612,596,16.31,595,carry_to_table,placement,10,0,0,,,,,
s20_off,22,theta_crossed,primary,True,False,item_4,True,True,612,596,16.31,595,carry_to_table,placement,25,61,1,535.0,595.0,535-595,carry_to_table:61,carry_to_table:60;placement:1
s20_off,22,theta_crossed,primary,True,False,item_4,True,True,612,596,16.31,595,carry_to_table,placement,50,164,1,432.0,595.0,432-595,carry_to_table:164,carry_to_table:163;placement:1
s20_off,22,theta_crossed,primary,True,False,item_4,True,True,612,596,16.31,595,carry_to_table,placement,100,350,1,246.0,595.0,246-595,carry_to_table:350,carry_to_table:349;placement:1
s20_off,22,theta_crossed,primary,True,False,item_6,False,False,1078,596,185.43,2,approach_shelf,carry_to_table,10,0,0,,,,,
s20_off,22,theta_crossed,primary,True,False,item_6,False,False,1078,596,185.43,2,approach_shelf,carry_to_table,25,0,0,,,,,
s20_off,22,theta_crossed,primary,True,False,item_6,False,False,1078,596,185.43,2,approach_shelf,carry_to_table,50,0,0,,,,,
s20_off,22,theta_crossed,primary,True,False,item_6,False,False,1078,596,185.43,2,approach_shelf,carry_to_table,100,0,0,,,,,
s20_off,22,theta_crossed,primary,True,False,item_7,False,False,1687,596,93.66,109,approach_shelf,carry_to_table,10,0,0,,,,,
s20_off,22,theta_crossed,primary,True,False,item_7,False,False,1687,596,93.66,109,approach_shelf,carry_to_table,25,0,0,,,,,
s20_off,22,theta_crossed,primary,True,False,item_7,False,False,1687,596,93.66,109,approach_shelf,carry_to_table,50,0,0,,,,,
s20_off,22,theta_crossed,primary,True,False,item_7,False,False,1687,596,93.66,109,approach_shelf,carry_to_table,100,47,1,86.0,132.0,86-132,approach_shelf:47,carry_to_table:47
s20_off,24,task_committed,primary,True,False,item_4,True,True,570,570,5.85,569,placement,carry_to_table,10,23,1,547.0,569.0,547-569,carry_to_table:22;placement:1,carry_to_table:23
s20_off,24,task_committed,primary,True,False,item_4,True,True,570,570,5.85,569,placement,carry_to_table,25,75,1,495.0,569.0,495-569,carry_to_table:74;placement:1,carry_to_table:75
s20_off,24,task_committed,primary,True,False,item_4,True,True,570,570,5.85,569,placement,carry_to_table,50,155,1,415.0,569.0,415-569,carry_to_table:154;placement:1,carry_to_table:155
s20_off,24,task_committed,primary,True,False,item_4,True,True,570,570,5.85,569,placement,carry_to_table,100,314,1,256.0,569.0,256-569,carry_to_table:313;placement:1,carry_to_table:314
s20_off,24,task_committed,primary,True,False,item_6,False,False,1100,576,159.87,28,return_placement,carry_to_table,10,0,0,,,,,
s20_off,24,task_committed,primary,True,False,item_6,False,False,1100,576,159.87,28,return_placement,carry_to_table,25,0,0,,,,,
s20_off,24,task_committed,primary,True,False,item_6,False,False,1100,576,159.87,28,return_placement,carry_to_table,50,0,0,,,,,
s20_off,24,task_committed,primary,True,False,item_6,False,False,1100,576,159.87,28,return_placement,carry_to_table,100,0,0,,,,,
s20_off,24,task_committed,primary,True,False,item_7,False,False,1695,576,125.63,96,approach_shelf,carry_to_table,10,0,0,,,,,
s20_off,24,task_committed,primary,True,False,item_7,False,False,1695,576,125.63,96,approach_shelf,carry_to_table,25,0,0,,,,,
s20_off,24,task_committed,primary,True,False,item_7,False,False,1695,576,125.63,96,approach_shelf,carry_to_table,50,0,0,,,,,
s20_off,24,task_committed,primary,True,False,item_7,False,False,1695,576,125.63,96,approach_shelf,carry_to_table,100,0,0,,,,,
s20_off,55,no_current_task,counterfactual,False,True,item_6,False,True,1613,17,15.54,0,approach_shelf,approach_shelf,10,0,0,,,,,
s20_off,55,no_current_task,counterfactual,False,True,item_6,False,True,1613,17,15.54,0,approach_shelf,approach_shelf,25,6,1,0.0,5.0,0-5,approach_shelf:6,approach_shelf:6
s20_off,55,no_current_task,counterfactual,False,True,item_6,False,True,1613,17,15.54,0,approach_shelf,approach_shelf,50,17,1,0.0,16.0,0-16,approach_shelf:17,approach_shelf:15;pick_up:1;placement:1
s20_off,55,no_current_task,counterfactual,False,True,item_6,False,True,1613,17,15.54,0,approach_shelf,approach_shelf,100,17,1,0.0,16.0,0-16,approach_shelf:17,approach_shelf:15;pick_up:1;placement:1
s20_off,55,no_current_task,counterfactual,False,True,item_7,False,False,1739,17,15.54,0,approach_shelf,approach_shelf,10,0,0,,,,,
s20_off,55,no_current_task,counterfactual,False,True,item_7,False,False,1739,17,15.54,0,approach_shelf,approach_shelf,25,8,1,0.0,7.0,0-7,approach_shelf:8,approach_shelf:8
s20_off,55,no_current_task,counterfactual,False,True,item_7,False,False,1739,17,15.54,0,approach_shelf,approach_shelf,50,17,1,0.0,16.0,0-16,approach_shelf:17,approach_shelf:15;pick_up:1;placement:1
s20_off,55,no_current_task,counterfactual,False,True,item_7,False,False,1739,17,15.54,0,approach_shelf,approach_shelf,100,17,1,0.0,16.0,0-16,approach_shelf:17,approach_shelf:15;pick_up:1;placement:1
s20_off,89,theta_crossed,primary,True,False,item_6,True,True,933,630,303.26,629,carry_to_table,placement,10,0,0,,,,,
s20_off,89,theta_crossed,primary,True,False,item_6,True,True,933,630,303.26,629,carry_to_table,placement,25,0,0,,,,,
s20_off,89,theta_crossed,primary,True,False,item_6,True,True,933,630,303.26,629,carry_to_table,placement,50,0,0,,,,,
s20_off,89,theta_crossed,primary,True,False,item_6,True,True,933,630,303.26,629,carry_to_table,placement,100,0,0,,,,,
s20_off,89,theta_crossed,primary,True,False,item_7,False,False,1778,630,493.61,353,approach_shelf,carry_to_table,10,0,0,,,,,
s20_off,89,theta_crossed,primary,True,False,item_7,False,False,1778,630,493.61,353,approach_shelf,carry_to_table,25,0,0,,,,,
s20_off,89,theta_crossed,primary,True,False,item_7,False,False,1778,630,493.61,353,approach_shelf,carry_to_table,50,0,0,,,,,
s20_off,89,theta_crossed,primary,True,False,item_7,False,False,1778,630,493.61,353,approach_shelf,carry_to_table,100,0,0,,,,,
s20_off,96,task_committed,primary,True,False,item_6,True,True,810,510,299.86,509,carry_to_table,placement,10,0,0,,,,,
s20_off,96,task_committed,primary,True,False,item_6,True,True,810,510,299.86,509,carry_to_table,placement,25,0,0,,,,,
s20_off,96,task_committed,primary,True,False,item_6,True,True,810,510,299.86,509,carry_to_table,placement,50,0,0,,,,,
s20_off,96,task_committed,primary,True,False,item_6,True,True,810,510,299.86,509,carry_to_table,placement,100,0,0,,,,,
s20_off,96,task_committed,primary,True,False,item_7,False,False,1844,510,618.83,329,approach_shelf,carry_to_table,10,0,0,,,,,
s20_off,96,task_committed,primary,True,False,item_7,False,False,1844,510,618.83,329,approach_shelf,carry_to_table,25,0,0,,,,,
s20_off,96,task_committed,primary,True,False,item_7,False,False,1844,510,618.83,329,approach_shelf,carry_to_table,50,0,0,,,,,
s20_off,96,task_committed,primary,True,False,item_7,False,False,1844,510,618.83,329,approach_shelf,carry_to_table,100,0,0,,,,,
s20_off,139,no_current_task,counterfactual,False,True,item_7,False,True,1741,31,29.12,10,approach_shelf,approach_shelf,10,0,0,,,,,
s20_off,139,no_current_task,counterfactual,False,True,item_7,False,True,1741,31,29.12,10,approach_shelf,approach_shelf,25,0,0,,,,,
s20_off,139,no_current_task,counterfactual,False,True,item_7,False,True,1741,31,29.12,10,approach_shelf,approach_shelf,50,31,1,0.0,30.0,0-30,approach_shelf:31,approach_shelf:29;pick_up:1;placement:1
s20_off,139,no_current_task,counterfactual,False,True,item_7,False,True,1741,31,29.12,10,approach_shelf,approach_shelf,100,31,1,0.0,30.0,0-30,approach_shelf:31,approach_shelf:29;pick_up:1;placement:1
s20_off,183,task_committed,counterfactual,False,True,item_7,True,True,851,31,820.16,30,carry_to_table,placement,10,0,0,,,,,
s20_off,183,task_committed,counterfactual,False,True,item_7,True,True,851,31,820.16,30,carry_to_table,placement,25,0,0,,,,,
s20_off,183,task_committed,counterfactual,False,True,item_7,True,True,851,31,820.16,30,carry_to_table,placement,50,0,0,,,,,
s20_off,183,task_committed,counterfactual,False,True,item_7,True,True,851,31,820.16,30,carry_to_table,placement,100,0,0,,,,,
s20_on,11,theta_crossed,primary,True,False,item_4,True,True,812,813,15.29,812,placement,carry_to_table,10,0,0,,,,,
s20_on,11,theta_crossed,primary,True,False,item_4,True,True,812,813,15.29,812,placement,carry_to_table,25,72,1,741.0,812.0,741-812,carry_to_table:71;placement:1,carry_to_table:72
s20_on,11,theta_crossed,primary,True,False,item_4,True,True,812,813,15.29,812,placement,carry_to_table,50,188,1,625.0,812.0,625-812,carry_to_table:187;placement:1,carry_to_table:188
s20_on,11,theta_crossed,primary,True,False,item_4,True,True,812,813,15.29,812,placement,carry_to_table,100,398,1,415.0,812.0,415-812,carry_to_table:397;placement:1,carry_to_table:398
s20_on,11,theta_crossed,primary,True,False,item_6,False,False,1189,829,292.3,215,approach_shelf,carry_to_table,10,0,0,,,,,
s20_on,11,theta_crossed,primary,True,False,item_6,False,False,1189,829,292.3,215,approach_shelf,carry_to_table,25,0,0,,,,,
s20_on,11,theta_crossed,primary,True,False,item_6,False,False,1189,829,292.3,215,approach_shelf,carry_to_table,50,0,0,,,,,
s20_on,11,theta_crossed,primary,True,False,item_6,False,False,1189,829,292.3,215,approach_shelf,carry_to_table,100,0,0,,,,,
s20_on,11,theta_crossed,primary,True,False,item_7,False,False,1841,829,41.29,336,approach_shelf,carry_to_table,10,0,0,,,,,
s20_on,11,theta_crossed,primary,True,False,item_7,False,False,1841,829,41.29,336,approach_shelf,carry_to_table,25,0,0,,,,,
s20_on,11,theta_crossed,primary,True,False,item_7,False,False,1841,829,41.29,336,approach_shelf,carry_to_table,50,36,1,318.0,353.0,318-353,approach_shelf:36,carry_to_table:36
s20_on,11,theta_crossed,primary,True,False,item_7,False,False,1841,829,41.29,336,approach_shelf,carry_to_table,100,118,1,277.0,394.0,277-394,approach_shelf:118,carry_to_table:118
s20_on,23,task_committed,primary,True,False,item_4,True,True,570,570,25.85,569,placement,carry_to_table,10,0,0,,,,,
s20_on,23,task_committed,primary,True,False,item_4,True,True,570,570,25.85,569,placement,carry_to_table,25,0,0,,,,,
s20_on,23,task_committed,primary,True,False,item_4,True,True,570,570,25.85,569,placement,carry_to_table,50,124,1,446.0,569.0,446-569,carry_to_table:123;placement:1,carry_to_table:124
s20_on,23,task_committed,primary,True,False,item_4,True,True,570,570,25.85,569,placement,carry_to_table,100,294,1,276.0,569.0,276-569,carry_to_table:293;placement:1,carry_to_table:294
s20_on,23,task_committed,primary,True,False,item_6,False,False,1100,596,159.36,28,return_placement,carry_to_table,10,0,0,,,,,
s20_on,23,task_committed,primary,True,False,item_6,False,False,1100,596,159.36,28,return_placement,carry_to_table,25,0,0,,,,,
s20_on,23,task_committed,primary,True,False,item_6,False,False,1100,596,159.36,28,return_placement,carry_to_table,50,0,0,,,,,
s20_on,23,task_committed,primary,True,False,item_6,False,False,1100,596,159.36,28,return_placement,carry_to_table,100,0,0,,,,,
s20_on,23,task_committed,primary,True,False,item_7,False,False,1695,596,111.9,106,approach_shelf,carry_to_table,10,0,0,,,,,
s20_on,23,task_committed,primary,True,False,item_7,False,False,1695,596,111.9,106,approach_shelf,carry_to_table,25,0,0,,,,,
s20_on,23,task_committed,primary,True,False,item_7,False,False,1695,596,111.9,106,approach_shelf,carry_to_table,50,0,0,,,,,
s20_on,23,task_committed,primary,True,False,item_7,False,False,1695,596,111.9,106,approach_shelf,carry_to_table,100,0,0,,,,,
s20_on,54,no_current_task,counterfactual,True,True,item_6,False,True,1613,17,15.54,0,approach_shelf,approach_shelf,10,0,0,,,,,
s20_on,54,no_current_task,counterfactual,True,True,item_6,False,True,1613,17,15.54,0,approach_shelf,approach_shelf,25,6,1,0.0,5.0,0-5,approach_shelf:6,approach_shelf:6
s20_on,54,no_current_task,counterfactual,True,True,item_6,False,True,1613,17,15.54,0,approach_shelf,approach_shelf,50,17,1,0.0,16.0,0-16,approach_shelf:17,approach_shelf:15;pick_up:1;placement:1
s20_on,54,no_current_task,counterfactual,True,True,item_6,False,True,1613,17,15.54,0,approach_shelf,approach_shelf,100,17,1,0.0,16.0,0-16,approach_shelf:17,approach_shelf:15;pick_up:1;placement:1
s20_on,54,no_current_task,counterfactual,True,True,item_7,False,False,1739,17,15.54,0,approach_shelf,approach_shelf,10,0,0,,,,,
s20_on,54,no_current_task,counterfactual,True,True,item_7,False,False,1739,17,15.54,0,approach_shelf,approach_shelf,25,8,1,0.0,7.0,0-7,approach_shelf:8,approach_shelf:8
s20_on,54,no_current_task,counterfactual,True,True,item_7,False,False,1739,17,15.54,0,approach_shelf,approach_shelf,50,17,1,0.0,16.0,0-16,approach_shelf:17,approach_shelf:15;pick_up:1;placement:1
s20_on,54,no_current_task,counterfactual,True,True,item_7,False,False,1739,17,15.54,0,approach_shelf,approach_shelf,100,17,1,0.0,16.0,0-16,approach_shelf:17,approach_shelf:15;pick_up:1;placement:1
s20_on,82,theta_crossed,primary,True,False,item_6,True,True,1053,754,299.26,753,carry_to_table,placement,10,0,0,,,,,
s20_on,82,theta_crossed,primary,True,False,item_6,True,True,1053,754,299.26,753,carry_to_table,placement,25,0,0,,,,,
s20_on,82,theta_crossed,primary,True,False,item_6,True,True,1053,754,299.26,753,carry_to_table,placement,50,0,0,,,,,
s20_on,82,theta_crossed,primary,True,False,item_6,True,True,1053,754,299.26,753,carry_to_table,placement,100,0,0,,,,,
s20_on,82,theta_crossed,primary,True,False,item_7,False,False,1733,754,380.52,388,approach_shelf,carry_to_table,10,0,0,,,,,
s20_on,82,theta_crossed,primary,True,False,item_7,False,False,1733,754,380.52,388,approach_shelf,carry_to_table,25,0,0,,,,,
s20_on,82,theta_crossed,primary,True,False,item_7,False,False,1733,754,380.52,388,approach_shelf,carry_to_table,50,0,0,,,,,
s20_on,82,theta_crossed,primary,True,False,item_7,False,False,1733,754,380.52,388,approach_shelf,carry_to_table,100,0,0,,,,,
s20_on,95,task_committed,primary,True,False,item_6,True,True,810,530,279.86,529,carry_to_table,placement,10,0,0,,,,,
s20_on,95,task_committed,primary,True,False,item_6,True,True,810,530,279.86,529,carry_to_table,placement,25,0,0,,,,,
s20_on,95,task_committed,primary,True,False,item_6,True,True,810,530,279.86,529,carry_to_table,placement,50,0,0,,,,,
s20_on,95,task_committed,primary,True,False,item_6,True,True,810,530,279.86,529,carry_to_table,placement,100,0,0,,,,,
s20_on,95,task_committed,primary,True,False,item_7,False,False,1844,530,611.12,339,approach_shelf,carry_to_table,10,0,0,,,,,
s20_on,95,task_committed,primary,True,False,item_7,False,False,1844,530,611.12,339,approach_shelf,carry_to_table,25,0,0,,,,,
s20_on,95,task_committed,primary,True,False,item_7,False,False,1844,530,611.12,339,approach_shelf,carry_to_table,50,0,0,,,,,
s20_on,95,task_committed,primary,True,False,item_7,False,False,1844,530,611.12,339,approach_shelf,carry_to_table,100,0,0,,,,,
s20_on,138,no_current_task,counterfactual,False,True,item_7,False,True,1741,31,29.12,10,approach_shelf,approach_shelf,10,0,0,,,,,
s20_on,138,no_current_task,counterfactual,False,True,item_7,False,True,1741,31,29.12,10,approach_shelf,approach_shelf,25,0,0,,,,,
s20_on,138,no_current_task,counterfactual,False,True,item_7,False,True,1741,31,29.12,10,approach_shelf,approach_shelf,50,31,1,0.0,30.0,0-30,approach_shelf:31,approach_shelf:29;pick_up:1;placement:1
s20_on,138,no_current_task,counterfactual,False,True,item_7,False,True,1741,31,29.12,10,approach_shelf,approach_shelf,100,31,1,0.0,30.0,0-30,approach_shelf:31,approach_shelf:29;pick_up:1;placement:1
s20_on,182,task_committed,counterfactual,False,True,item_7,True,True,851,31,820.16,30,carry_to_table,placement,10,0,0,,,,,
s20_on,182,task_committed,counterfactual,False,True,item_7,True,True,851,31,820.16,30,carry_to_table,placement,25,0,0,,,,,
s20_on,182,task_committed,counterfactual,False,True,item_7,True,True,851,31,820.16,30,carry_to_table,placement,50,0,0,,,,,
s20_on,182,task_committed,counterfactual,False,True,item_7,True,True,851,31,820.16,30,carry_to_table,placement,100,0,0,,,,,
