condition,scenario,layout,assignment_prior,step,trigger,confidence,projection_reason,data_class,most_likely,human_actual_task,hypothesis_matches_actual,human_actual_action,robot_holding,robot_current_task,candidate,is_current_task,cost,feasible,winner,is_winner,robot_phases,human_phases,logged_min_dist,T_r,T_h,human_longest_leg,degenerate,window_steps,min_d,argmin_t,robot_action_at_min,human_action_at_min,min_at_window_end,tail_T_r_minus_T_h,tail_steps_unchecked,tail_share_of_cost
s20_off,scenario_20,env_layout2,False,55,no_current_task,0.599,none(below_theta),counterfactual,item_4,item_3,False,place,,,item_6,False,1613,True,item_6,True,approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,15.539791660474151,1613.2577952929305,16.854439135208562,14.9,True,17.0,15.539791660474151,0.0,approach_shelf,approach_shelf,False,1596.4033561577219,1596.4033561577219,0.9895525444325232
s20_off,scenario_20,env_layout2,False,55,no_current_task,0.599,none(below_theta),counterfactual,item_4,item_3,False,place,,,item_7,False,1739,True,item_6,False,approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,15.539791660474151,1739.0988211301124,16.854439135208562,14.9,True,17.0,15.539791660474151,0.0,approach_shelf,approach_shelf,False,1722.2443819949037,1722.2443819949037,0.9903085213270076
s20_off,scenario_20,env_layout2,False,89,theta_crossed,0.928,built,primary,item_2,item_2,True,pick_up,,item_6,item_6,True,933,True,item_6,True,approach_shelf|pick_up|carry_to_table|placement,carry_to_table|placement,302.59079761554744,933.2577952929306,629.6669976773832,628.7,False,630.0,303.25779529293055,629.0,carry_to_table,placement,True,303.59079761554744,303.59079761554744,0.3253021824695892
s20_off,scenario_20,env_layout2,False,89,theta_crossed,0.928,built,primary,item_2,item_2,True,pick_up,,item_6,item_7,False,1778,True,item_6,False,approach_shelf|pick_up|carry_to_table|placement,carry_to_table|placement,493.6147447297045,1778.4082231993093,629.6669976773832,628.7,False,630.0,493.6147447297045,353.0,approach_shelf,carry_to_table,False,1148.741225521926,1148.741225521926,0.6459378732827556
s20_off,scenario_20,env_layout2,False,96,task_committed,0.928,built,primary,item_2,item_2,True,move_to,item_6,item_6,item_6,True,810,True,item_6,True,carry_to_table|placement,carry_to_table|placement,299.1971962751592,809.8641939525423,509.66699767738316,508.7,False,510.0,299.8641939525424,509.0,carry_to_table,placement,True,300.1971962751592,300.1971962751592,0.3706759707575744
s20_off,scenario_20,env_layout2,False,96,task_committed,0.928,built,primary,item_2,item_2,True,move_to,item_6,item_6,item_7,False,1844,True,item_6,False,return_held_item|return_placement|approach_shelf|pick_up|carry_to_table|placement,carry_to_table|placement,618.8266766682647,1844.0882649040293,509.66699767738316,508.7,False,510.0,618.8266339365558,329.0,approach_shelf,carry_to_table,False,1334.4212672266463,1334.4212672266463,0.7236211479801877
s20_off,scenario_20,env_layout2,False,139,no_current_task,0.432,none(below_theta),counterfactual,item_4,,False,,,,item_7,False,1741,True,item_7,True,approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,29.116914457489315,1741.1383657294507,30.666997677383165,28.7,True,31.0,29.116914457489315,10.0,approach_shelf,approach_shelf,False,1710.4713680520676,1710.4713680520676,0.9823868118232321
s20_off,scenario_20,env_layout2,False,183,task_committed,0.432,none(below_theta),counterfactual,item_4,,False,,item_7,item_7,item_7,True,851,True,item_7,True,carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,819.4923732170156,851.1593708943988,30.666997677383165,28.7,True,31.0,820.1593708943986,30.0,carry_to_table,placement,True,820.4923732170156,820.4923732170156,0.9639703224495334
s20_on,scenario_20,env_layout2,True,0,no_current_task,0.332,none(below_theta),none,unknown,item_3,False,move_to,,,item_4,False,1032,True,item_4,True,approach_shelf|pick_up|carry_to_table|placement,,,1032.3087849844878,,,False,,,,,,,,,
s20_on,scenario_20,env_layout2,True,0,no_current_task,0.332,none(below_theta),none,unknown,item_3,False,move_to,,,item_6,False,1372,True,item_4,False,approach_shelf|pick_up|carry_to_table|placement,,,1372.0609733428364,,,False,,,,,,,,,
s20_on,scenario_20,env_layout2,True,0,no_current_task,0.332,none(below_theta),none,unknown,item_3,False,move_to,,,item_7,False,2028,True,item_4,False,approach_shelf|pick_up|carry_to_table|placement,,,2027.729227548929,,,False,,,,,,,,,
s20_on,scenario_20,env_layout2,True,11,theta_crossed,0.78,built,primary,item_3,item_3,True,move_to,,item_4,item_4,True,812,True,item_4,True,approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,14.982136632042167,812.3087849844879,828.2909216165301,616.8,False,813.0,15.290921616530111,812.0,placement,carry_to_table,True,-15.98213663204217,0.0,0.0
s20_on,scenario_20,env_layout2,True,11,theta_crossed,0.78,built,primary,item_3,item_3,True,move_to,,item_4,item_6,False,1189,True,item_4,False,approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,292.29925850671714,1188.7333336019924,828.2909216165301,616.8,False,829.0,292.29760321529557,215.0,approach_shelf,carry_to_table,False,360.4424119854623,360.4424119854623,0.3032155335404638
s20_on,scenario_20,env_layout2,True,11,theta_crossed,0.78,built,primary,item_3,item_3,True,move_to,,item_4,item_7,False,1841,True,item_4,False,approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,41.287568957208194,1841.3492372243074,828.2909216165301,616.8,False,829.0,41.290444972095486,336.0,approach_shelf,carry_to_table,False,1013.0583156077773,1013.0583156077773,0.5501717409864546
s20_on,scenario_20,env_layout2,True,23,task_committed,0.797,built,primary,item_3,item_3,True,pick_up,item_4,item_4,item_4,True,570,True,item_4,True,carry_to_table|placement,carry_to_table|placement,24.906133984370964,569.9483051508375,595.8544391352085,594.9,False,570.0,25.85443913520853,569.0,placement,carry_to_table,True,-25.906133984370967,0.0,0.0
s20_on,scenario_20,env_layout2,True,23,task_committed,0.797,built,primary,item_3,item_3,True,pick_up,item_4,item_4,item_6,False,1100,True,item_4,False,return_held_item|return_placement|approach_shelf|pick_up|carry_to_table|placement,carry_to_table|placement,159.3522544365329,1100.2745688427942,595.8544391352085,594.9,False,596.0,159.36005574152384,28.0,return_placement,carry_to_table,False,504.4201297075857,504.4201297075857,0.45844932164351115
s20_on,scenario_20,env_layout2,True,23,task_committed,0.797,built,primary,item_3,item_3,True,pick_up,item_4,item_4,item_7,False,1695,True,item_4,False,return_held_item|return_placement|approach_shelf|pick_up|carry_to_table|placement,carry_to_table|placement,111.90074050369444,1695.425794768848,595.8544391352085,594.9,False,596.0,111.90115399924937,106.0,approach_shelf,carry_to_table,False,1099.5713556336395,1099.5713556336395,0.6485517437721617
s20_on,scenario_20,env_layout2,True,54,no_current_task,0.641,none(below_theta),counterfactual,item_3,item_3,True,place,,,item_6,False,1613,True,item_6,True,approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,15.539791660474151,1613.2577952929305,16.854439135208562,14.9,True,17.0,15.539791660474151,0.0,approach_shelf,approach_shelf,False,1596.4033561577219,1596.4033561577219,0.9895525444325232
s20_on,scenario_20,env_layout2,True,54,no_current_task,0.641,none(below_theta),counterfactual,item_3,item_3,True,place,,,item_7,False,1739,True,item_6,False,approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,15.539791660474151,1739.0988211301124,16.854439135208562,14.9,True,17.0,15.539791660474151,0.0,approach_shelf,approach_shelf,False,1722.2443819949037,1722.2443819949037,0.9903085213270076
s20_on,scenario_20,env_layout2,True,82,theta_crossed,0.851,built,primary,item_2,item_2,True,move_to,,item_6,item_6,True,1053,True,item_6,True,approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,298.29781049490924,1053.2577952929305,753.9599847980213,640.3,False,754.0,299.2577952929305,753.0,carry_to_table,placement,True,299.2978104949092,299.2978104949092,0.2841638693133706
s20_on,scenario_20,env_layout2,True,82,theta_crossed,0.851,built,primary,item_2,item_2,True,move_to,,item_6,item_7,False,1733,True,item_6,False,approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,380.5246542762471,1733.2305409249154,753.9599847980213,640.3,False,754.0,380.52398265029086,388.0,approach_shelf,carry_to_table,False,979.2705561268941,979.2705561268941,0.5649972885916951
s20_on,scenario_20,env_layout2,True,95,task_committed,0.928,built,primary,item_2,item_2,True,move_to,item_6,item_6,item_6,True,810,True,item_6,True,carry_to_table|placement,carry_to_table|placement,279.1971962751592,809.8641939525423,529.6669976773832,528.7,False,530.0,279.86419395254234,529.0,carry_to_table,placement,True,280.1971962751592,280.1971962751592,0.3459804722414714
s20_on,scenario_20,env_layout2,True,95,task_committed,0.928,built,primary,item_2,item_2,True,move_to,item_6,item_6,item_7,False,1844,True,item_6,False,return_held_item|return_placement|approach_shelf|pick_up|carry_to_table|placement,carry_to_table|placement,611.1163946160805,1844.0882649040293,529.6669976773832,528.7,False,530.0,611.1163513452376,339.0,approach_shelf,carry_to_table,False,1314.4212672266463,1314.4212672266463,0.7127756801245366
s20_on,scenario_20,env_layout2,True,138,no_current_task,0.5,none(below_theta),counterfactual,item_3,,False,,,,item_7,False,1741,True,item_7,True,approach_shelf|pick_up|carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,29.116914457489315,1741.1383657294507,30.666997677383165,28.7,True,31.0,29.116914457489315,10.0,approach_shelf,approach_shelf,False,1710.4713680520676,1710.4713680520676,0.9823868118232321
s20_on,scenario_20,env_layout2,True,182,task_committed,0.5,none(below_theta),counterfactual,item_3,,False,,item_7,item_7,item_7,True,851,True,item_7,True,carry_to_table|placement,approach_shelf|pick_up|carry_to_table|placement,819.4923732170156,851.1593708943988,30.666997677383165,28.7,True,31.0,820.1593708943986,30.0,carry_to_table,placement,True,820.4923732170156,820.4923732170156,0.9639703224495334
