condition,step,hypothesis,odds_accumulated,odds_recognizer,abs_log_error
s00_on,44,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",9.380139e-03,9.380139e-03,8.88e-16
s00_on,44,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,45,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",7.259145e-03,7.259145e-03,0.00e+00
s00_on,45,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,46,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",5.427464e-03,5.427464e-03,8.88e-16
s00_on,46,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,47,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",3.943117e-03,3.943117e-03,0.00e+00
s00_on,47,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,48,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",2.800593e-03,2.800593e-03,0.00e+00
s00_on,48,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,49,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.955446e-03,1.955446e-03,8.88e-16
s00_on,49,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,50,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.348458e-03,1.348458e-03,0.00e+00
s00_on,50,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,51,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",9.216966e-04,9.216966e-04,0.00e+00
s00_on,51,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,52,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",6.261185e-04,6.261185e-04,0.00e+00
s00_on,52,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,53,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",4.235216e-04,4.235216e-04,0.00e+00
s00_on,53,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,54,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",2.856473e-04,2.856473e-04,0.00e+00
s00_on,54,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,55,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.922758e-04,1.922758e-04,0.00e+00
s00_on,55,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,56,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.292519e-04,1.292519e-04,0.00e+00
s00_on,56,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,57,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",8.680707e-05,8.680707e-05,0.00e+00
s00_on,57,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,58,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",5.826496e-05,5.826496e-05,0.00e+00
s00_on,58,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,59,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",3.909132e-05,3.909132e-05,0.00e+00
s00_on,59,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,60,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",2.621995e-05,2.621995e-05,1.78e-15
s00_on,60,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,61,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.758334e-05,1.758334e-05,0.00e+00
s00_on,61,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,62,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.179005e-05,1.179005e-05,0.00e+00
s00_on,62,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,63,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",7.904816e-06,7.904816e-06,1.78e-15
s00_on,63,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,64,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",5.299590e-06,5.299590e-06,0.00e+00
s00_on,64,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,65,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",3.552836e-06,3.552836e-06,0.00e+00
s00_on,65,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,66,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",2.381748e-06,2.381748e-06,0.00e+00
s00_on,66,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,67,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.596644e-06,1.596644e-06,0.00e+00
s00_on,67,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,68,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.070321e-06,1.070321e-06,0.00e+00
s00_on,68,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,69,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",7.174905e-07,7.174905e-07,0.00e+00
s00_on,69,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,70,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",4.809668e-07,4.809668e-07,0.00e+00
s00_on,70,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,71,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",3.224124e-07,3.224124e-07,0.00e+00
s00_on,71,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,72,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",2.161258e-07,2.161258e-07,0.00e+00
s00_on,72,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,73,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.448773e-07,1.448773e-07,0.00e+00
s00_on,73,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,74,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",9.711644e-08,9.711644e-08,0.00e+00
s00_on,74,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,75,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",6.510052e-08,6.510052e-08,3.55e-15
s00_on,75,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,76,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",4.363906e-08,4.363906e-08,0.00e+00
s00_on,76,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+04,1.000000e+04,0.00e+00
s00_on,77,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",4.363906e-08,4.363906e-08,0.00e+00
s00_on,77,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+04,1.000000e+04,0.00e+00
s00_on,78,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+00,1.000000e+00,0.00e+00
s00_on,79,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+00,1.000000e+00,0.00e+00
s00_on,80,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+00,1.000000e+00,0.00e+00
s00_on,81,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s00_on,82,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s00_on,83,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s00_on,84,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s00_on,85,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s00_on,86,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s00_on,87,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s00_on,88,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s00_on,89,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s00_on,90,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,4.44e-16
s00_on,91,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s00_on,92,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,4.44e-16
s00_on,93,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,4.44e-16
s00_on,94,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,4.44e-16
s00_on,95,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,4.44e-16
s00_on,96,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,4.44e-16
s00_on,97,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,4.44e-16
s00_on,98,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,4.44e-16
s00_on,99,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,4.44e-16
s00_on,100,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,4.44e-16
s00_on,101,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,4.44e-16
s00_on,102,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s00_on,103,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,4.44e-16
s00_on,104,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,4.44e-16
s00_on,105,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s00_on,106,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s00_on,107,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s00_on,108,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,4.44e-16
s00_on,109,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+02,1.000000e+02,8.88e-16
s00_on,110,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+02,1.000000e+02,0.00e+00
s00_on,111,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+02,1.000000e+02,0.00e+00
s00_on,112,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+02,1.000000e+02,0.00e+00
s00_on,113,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,114,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,115,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,116,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,117,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,118,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,119,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,120,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,121,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,122,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,123,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,124,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,125,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,126,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,127,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,128,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,129,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,130,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,131,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,132,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,133,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,134,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,135,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,136,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,137,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,138,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,139,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+03,1.000000e+03,0.00e+00
s00_on,140,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+04,1.000000e+04,1.78e-15
s00_on,141,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.000000e+04,1.000000e+04,0.00e+00
s20_off,0,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",8.618968e+00,8.618968e+00,0.00e+00
s20_off,0,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s20_off,0,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",9.961839e+00,9.961839e+00,0.00e+00
s20_off,0,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.987142e+00,9.987142e+00,0.00e+00
s20_off,0,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",8.987009e+00,8.987009e+00,0.00e+00
s20_off,1,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",7.230710e+00,7.230710e+00,2.22e-16
s20_off,1,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s20_off,1,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",9.920583e+00,9.920583e+00,0.00e+00
s20_off,1,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.973575e+00,9.973575e+00,0.00e+00
s20_off,1,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",7.954041e+00,7.954041e+00,0.00e+00
s20_off,2,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",5.901267e+00,5.901267e+00,2.22e-16
s20_off,2,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,4.44e-16
s20_off,2,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",9.875851e+00,9.875851e+00,0.00e+00
s20_off,2,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.959242e+00,9.959242e+00,0.00e+00
s20_off,2,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",6.926655e+00,6.926655e+00,2.22e-16
s20_off,3,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",4.688837e+00,4.688837e+00,2.22e-16
s20_off,3,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s20_off,3,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",9.827197e+00,9.827197e+00,0.00e+00
s20_off,3,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.944075e+00,9.944075e+00,0.00e+00
s20_off,3,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",5.931600e+00,5.931600e+00,0.00e+00
s20_off,4,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",3.633643e+00,3.633643e+00,0.00e+00
s20_off,4,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s20_off,4,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",9.774101e+00,9.774101e+00,0.00e+00
s20_off,4,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.928000e+00,9.928000e+00,0.00e+00
s20_off,4,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",4.993980e+00,4.993980e+00,0.00e+00
s20_off,5,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",2.753727e+00,2.753727e+00,0.00e+00
s20_off,5,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s20_off,5,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",9.715947e+00,9.715947e+00,4.44e-16
s20_off,5,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.910935e+00,9.910935e+00,0.00e+00
s20_off,5,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",4.134573e+00,4.134573e+00,0.00e+00
s20_off,6,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",2.046992e+00,2.046992e+00,2.22e-16
s20_off,6,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s20_off,6,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",9.652009e+00,9.652009e+00,0.00e+00
s20_off,6,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.892784e+00,9.892784e+00,0.00e+00
s20_off,6,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",3.367913e+00,3.367913e+00,0.00e+00
s20_off,7,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.497130e+00,1.497130e+00,0.00e+00
s20_off,7,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,4.44e-16
s20_off,7,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",9.581419e+00,9.581419e+00,0.00e+00
s20_off,7,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.873444e+00,9.873444e+00,4.44e-16
s20_off,7,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",2.701481e+00,2.701481e+00,0.00e+00
s20_off,8,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.080409e+00,1.080409e+00,0.00e+00
s20_off,8,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,4.44e-16
s20_off,8,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",9.503138e+00,9.503138e+00,0.00e+00
s20_off,8,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.852794e+00,9.852794e+00,0.00e+00
s20_off,8,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",2.136038e+00,2.136038e+00,1.11e-16
s20_off,9,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",7.712312e-01,7.712312e-01,1.11e-16
s20_off,9,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,4.44e-16
s20_off,9,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",9.415911e+00,9.415911e+00,0.00e+00
s20_off,9,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.830698e+00,9.830698e+00,0.00e+00
s20_off,9,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",1.666824e+00,1.666824e+00,0.00e+00
s20_off,10,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",5.457015e-01,5.457015e-01,2.22e-16
s20_off,10,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s20_off,10,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",9.318218e+00,9.318218e+00,0.00e+00
s20_off,10,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.807002e+00,9.807002e+00,0.00e+00
s20_off,10,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",1.285198e+00,1.285198e+00,0.00e+00
s20_off,11,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",3.833863e-01,3.833863e-01,0.00e+00
s20_off,11,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s20_off,11,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",9.208203e+00,9.208203e+00,0.00e+00
s20_off,11,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.781527e+00,9.781527e+00,0.00e+00
s20_off,11,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",9.803134e-01,9.803134e-01,1.14e-16
s20_off,12,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",2.678032e-01,2.678032e-01,0.00e+00
s20_off,12,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s20_off,12,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",9.083588e+00,9.083588e+00,0.00e+00
s20_off,12,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.754069e+00,9.754069e+00,0.00e+00
s20_off,12,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",7.405589e-01,7.405589e-01,1.11e-16
s20_off,13,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.861891e-01,1.861891e-01,2.22e-16
s20_off,13,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s20_off,13,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",8.941568e+00,8.941568e+00,0.00e+00
s20_off,13,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.724391e+00,9.724391e+00,0.00e+00
s20_off,13,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",5.546232e-01,5.546232e-01,2.22e-16
s20_off,14,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.289476e-01,1.289476e-01,0.00e+00
s20_off,14,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,4.44e-16
s20_off,14,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",8.778678e+00,8.778678e+00,0.00e+00
s20_off,14,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.692219e+00,9.692219e+00,0.00e+00
s20_off,14,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",4.121707e-01,4.121707e-01,1.11e-16
s20_off,15,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",8.901750e-02,8.901750e-02,4.44e-16
s20_off,15,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s20_off,15,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",8.590638e+00,8.590638e+00,0.00e+00
s20_off,15,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.657229e+00,9.657229e+00,0.00e+00
s20_off,15,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",3.041912e-01,3.041912e-01,0.00e+00
s20_off,16,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",6.128604e-02,6.128604e-02,0.00e+00
s20_off,16,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s20_off,16,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",8.372183e+00,8.372183e+00,0.00e+00
s20_off,16,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.619046e+00,9.619046e+00,4.44e-16
s20_off,16,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",2.231062e-01,2.231062e-01,0.00e+00
s20_off,17,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",4.209656e-02,4.209656e-02,0.00e+00
s20_off,17,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s20_off,17,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",8.116918e+00,8.116918e+00,0.00e+00
s20_off,17,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.577221e+00,9.577221e+00,0.00e+00
s20_off,17,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",1.627185e-01,1.627185e-01,0.00e+00
s20_off,18,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",2.885824e-02,2.885824e-02,0.00e+00
s20_off,18,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s20_off,18,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",7.817254e+00,7.817254e+00,4.44e-16
s20_off,18,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.531223e+00,9.531223e+00,0.00e+00
s20_off,18,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",1.180731e-01,1.180731e-01,0.00e+00
s20_off,19,"deliver_item(?item=item_2,?kitting_table=kitting_table_0)",1.974892e-02,1.974892e-02,0.00e+00
s20_off,19,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s20_off,19,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",7.464582e+00,7.464582e+00,4.44e-16
s20_off,19,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.480416e+00,9.480416e+00,0.00e+00
s20_off,19,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",8.528116e-02,8.528116e-02,0.00e+00
